,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,适宜人群,别墅类型,户型介绍,小区介绍,售房详情,税费解析,周边配套,用水类型,用电类型,装修描述,燃气价格,交通出行,权属抵押
1852,['锦绣兰庭(富阳)'],富阳-鹿山新城,119.9420114,30.02249229,208,24839,提前预约随时可看,1.03113E+11,0,2室1厅1厨1卫,高楼层 (共8层),83.74㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2020/12/8,商品房,2021/8/4,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210805ME372014,"
                    此房全明户型，视野广阔，采光无遮挡，江景房，两房朝南。
                  ","
                    此小区是封闭式小区，小区绿化环境好，人车分流，小区里有娱乐健身设施。
                  ","
                    此房为两房朝南，全明户型，有一条长阳台，从阳台可以直接看到江。
                  ",,"
                    此房满两年，有契税和个税，总税费两个点，首套首付三成，二套首付六成。
                  ","
                    此小区是人车分流，小区是电梯房，小区绿化环境好，小区有健身设施，都适合居住。
                  ",,,,,,,,,
1853,['富春硅谷'],富阳-银湖科技城,119.992744,30.150766,118,21289,提前预约随时可看,1.03111E+11,14,2室1厅1厨1卫,中楼层 (共10层),55.43㎡,跃层,暂无数据,板塔结合,西,框架结构,精装,两梯二十四户,有,2020/8/9,商品房,2020/9/21,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200922NC023353,"
                    
层高4.75米，精装loft，朝南，楼层专用刷卡电梯，专人专用。
                  ","
                    小区2019年年底交付的，买进价格在27000左右，当时正是买房峰值期，大家都在买房，所以价格比较高。 小区楼下规划有2000方的大型*市，商 业一条街，地下停车库，生活比较方便
                  ",,,"
                    开发商精装修交付，品质尚佳，全景落地窗，采光很好。直接添置家具即可
                  ","
                    ：
见户型图，单钥匙，两房，一房朝南，一房朝北，楼梯从中间上去一左一右的。
                  ",,,,商水,商电,,,,
1854,['秋月社区'],富阳-富春,119.9496613,30.05931538,180,20997,提前预约随时可看,1.03116E+11,0,2室2厅1厨1卫,高楼层 (共7层),85.73㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,一梯两户,无,2021/6/29,商品房,2021/6/1,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210703KT809176,"
                    此房源满五，采光通风好，交通便利，小区配套齐
                  ","
                    适合自住以及上班族等各种人群居住，小区内刚2020年地面翻新
                  ","
                    小区旁有地铁6号线桂花西路站，富阳大润发商场，小区旁边是富阳体育馆，
                  ",,,,,,,,,,,,
1855,['鹿山时代'],富阳-富阳,119.9430653,30.02384031,200,23395,提前预约随时可看,1.03116E+11,1,2室1厅1厨1卫,中楼层 (共11层),85.49㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,四梯五十户,有,2021/7/26,商品房,2021/4/1,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210726JJ340072,"
                    
鹿山时代：楼层好，视野宽阔，精装修。
                  ","
                    
鹿山新城是杭州市富阳老城区向西南拓展的重要方向，鹿山时代位于鹿山新城的入口地带，是鹿山新城的印象节点。本项目以“富春山水意，城市会客厅”为概念，
      希望在该地区打造一个集商务、旅游休闲、娱乐购物等为一体的多元化城市综合体，成为新城的..
                  ","
                    
富阳大桥西 - 公交站 途经公交车： 611路 615路 619路 623路 2120路 可点击车次查看路线详情 依江路北口 - 公交站 途经公交车： 615路 619路 626路
                  ",,,"
                    此房位置不错，旁边就有江边绿化带，带电梯，适合大多数人群居住
                  ",,,,,,,,,
1856,['峰华花苑'],富阳-银湖科技城,119.948997,30.103298,175,19655,提前预约随时可看,1.03114E+11,3,3室2厅1厨1卫,低楼层 (共8层),89.04㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,有,2021/3/27,商品房,2021/5/23,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210523AT832141,"
                    峰华花苑小三房，带电梯，全新装修带家电可拎包入住

                  ","
                    房子为自住精装修，装修保养挺好的，可直接拎包入住，三房，适合一家三口居住

                  ","
                    小区在高桥镇政府文化广场旁，电梯房，24小时物业，2公里内有万达广场，大润发，农贸市场，配套齐全，生活便利
                  ",,,,,,,,,,,,
1857,['银湖花苑'],富阳-银湖科技城,119.996904,30.142868,230,22567,提前预约随时可看,1.03116E+11,16,2室1厅1厨1卫,中楼层 (共6层),101.92㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,2021/7/6,商品房,2020/4/2,普通住宅,未满两年,非共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,210708OB426926,"
                    近地铁100米~欧式现代精装修拎包舒适入住~
                  ","
                    近地铁100米，近彩虹快速路出门就是，去往转塘滨江10-15路程左右，颇具性价。
                  ","
                    欧式现代装修，业主自住标准，硬装选材环保、考究，软装风格典雅、奢华。
                  ",,,,,,,,,"
                    近彩虹快速路，地铁六号线银湖站仅100米，去往转塘滨江西湖等主城区方便快捷，同样去到富阳市区也很方便
                  ",,,
1858,['梓树花苑'],富阳-银湖科技城,119.9822047,30.15460291,117,19171,有租户需预约,1.03116E+11,1,1室2厅1厨1卫,高楼层 (共11层),61.03㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,2021/7/6,商品房,2021/6/17,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210707BO261397,"
                    
近野生动物园旁，近地铁，视野开阔，交通便利。
                  ","
                    小区位于野生动物园旁，闲富路上，靠城西小和山，城西工作的人过来比较近。
                  ",,,,"
                    今年刚办的产证，未满两年。个税1%，契税首套1%，二套2%，增值税5.3%
                  ",,,,,,,,,
1859,['和昌云栖玖著'],富阳-银湖科技城,120.009888,30.150772,600,43175,提前预约随时可看,1.03114E+11,3,4室2厅1厨3卫,低楼层 (共3层),138.97㎡,,暂无数据,,南,钢混结构,毛坯,,,2021/2/26,商品房,2021/2/25,别墅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210311VH663241,"
                    地铁6号线旁，出小区就是，次新房联排别墅，有天有地
                  ","
                    和昌云栖玖著位于杭州市富阳富阳，由杭州富阳天鸿置业有限公司建成，总建筑面积146130，总占地面积90270，由13栋高层和50幢排屋组成，次新小区，环境优美，小区物业公司为和昌物业服务有限公司
                  ","
                    产证面积138方，拓展面积多，坐北朝南，得房率高，少数的小面积联排别墅，户型方正。


                  ",联排,"
                    小区门口就是地铁6号站野生动物园东站，公交车站紫云山庄站514路，314路，646路，8514路，夜间2106路，富阳645路等等
                  ","
                    改善居住，想要带院子的，又考虑地铁的人，有天有地，可以看看这个小区，距离滨江，转塘近
                  ",,,,,,,,,
1860,['泰禾野风大城小院'],富阳-银湖科技城,119.971037,30.143501,125,30333,提前预约随时可看,1.03115E+11,1,1室1厅1厨1卫,中楼层 (共10层),41.21㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,两梯四十三户,有,2021/5/5,商品房,2021/4/30,商住两用,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210507DO757629,"
                    户型方正，精装修现房，采光好，随时可出租
                  ","
                    占地280亩，总建筑面积约28万㎡，集合山地排屋、养生公寓、创意办公、私务会所、艺术会展、SOHO街区、儿童创智天地等物业形态，形成以人文山水为依托，以居住为住的艺术居住聚落。
                  ",,,"
                    小区门口就有公交车站，停靠车辆多，往富阳市区以及杭州西湖、滨江方向班次较多，出行方便。距离地铁站500米（高德地图测）
                  ","
                    边套LOFT  采光佳 格局好 独立厨房，干湿分离，动静分户型
                  ",,,,商水,商电,,,,
1861,['富春新天地'],富阳-银湖科技城,119.9472369,30.08136083,100,27101,提前预约随时可看,1.03113E+11,0,1室1厅1厨2卫,中楼层 (共20层),36.9㎡,跃层,暂无数据,板塔结合,北,钢混结构,精装,两梯二十一户,有,2020/12/26,商品房,2021/1/5,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210105KN795413,"
                    LOFT户型上下二层，君澜酒店加持，精装修，可拎包入住
                  ","
                    此房南北通风，楼层好，视野开阔，采光充足


户型介绍：
格局明朗，方方正正，得房率高，楼龄比较新 ，每个房间都有窗户。

装修描..全新精装修交付，
                  ","
                    全能生活和商务配套；2公里银行、医院、菜场，项目自带大型商场*市便捷配套服务
                  ",,,"
                    此房更适合现代年轻人80、90、00后的选择，酒店式公寓房清爽又便捷，搞卫生省力
                  ",,,,商水,商电,,,,
1862,['富春新天地'],富阳-银湖科技城,119.9472369,30.08136083,81,22265,提前预约随时可看,1.0311E+11,28,1室1厅1厨1卫,高楼层 (共20层),36.38㎡,跃层,暂无数据,板塔结合,南 西北,钢混结构,精装,两梯二十四户,有,2020/6/25,商品房,2020/6/23,商住两用,未满两年,非共有,"
                                有抵押 38万元
                              ",已上传房本照片,2.00627E+11,"
                    酒店式公寓，5.48米层高，Loft户型，全新装修，尤其适合年轻人
                  ","
                    新天地是富阳层高5.48米的Loft公寓，层高表现很优秀。因此新天地公寓的居住舒适度更高：挑高很高，户型很通透不压抑。这个公寓是落地窗，采光不用担心，另外此公寓的装修风格、色彩搭配都比较年轻化，适合年轻人。
                  ",,,"
                    公寓有差价税，契税高一个点，这个公寓差价不多，基本全部税控制在8万左右。
                  ",,,"
                    小区自带富春新天地商场，地铁6号线也在旁边，交通便利，生活配套齐全。
                  ",,商水,商电,,3.1元/m3,,
1863,['富春硅谷'],富阳-银湖科技城,119.992744,30.150766,77.8,20926,提前预约随时可看,1.03116E+11,3,1室1厅1厨1卫,中楼层 (共14层),37.18㎡,跃层,暂无数据,板塔结合,北,框架结构,精装,两梯二十三户,有,2021/7/30,商品房,2020/4/13,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,2.00607E+11,"
                    位于野生动物园边，高楼层俯瞰整个野生动物园，loft精装修


                  ","
                    一室一厅loft户型，卧室在二层，客厅挑空，空间感强，采光足，视野好，无遮挡。

                  ",,,"
                    银湖区，富春硅谷，位于九龙大道，1-4幢是写字楼，目前入驻的是大型的画室，一楼都是商铺，人流量大，住宅小区就在边上。硅谷小镇智谷写字楼也在这片区。
                  ",,,,"
                    楼下就是公交车站---野生动物园东，出行方便，到富阳市，到杭州市区，都有直达的公交车站。320国道在建地铁6号线，已经通车
                  ",商水,商电,,,,
1864,['富春硅谷'],富阳-银湖科技城,119.992744,30.150766,83,22439,提前预约随时可看,1.03116E+11,3,1室1厅1厨1卫,中楼层 (共10层),36.99㎡,暂无数据,暂无数据,板塔结合,东南 南,框架结构,精装,两梯二十四户,有,2021/7/3,商品房,2021/5/20,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210711RF784246,"
                    ：
地铁6号线旁，精装修，Loft，年轻人喜欢的户型，可办公可居住
                  ","
                    适合没有购房名 额的限购的人，准备做个人工作室，但又不想花大成本租商铺的人可以买这个，自己用，将来不用了出租也是很好租的。
                  ","
                    
房子是loft户型，层高4.75米，朝向是 东南朝向 采光好中间楼层，全景落地窗，厨房间、卫生间设备齐全，买来不用再去装修
                  ",,"
                    ：
小区地段是比较热闹的位置，餐饮齐全，外卖多多，不用担心吃饭购物问题。 小区位于两个地铁口之间，出行都比较方便
                  ",,,,"
                    
这里有6号线地铁，直通滨江，有了这条地铁，去市区哪里都方便。

房主自荐(业主对房源的描述)
                  ",商水,商电,,,,
1865,['富春新天地'],富阳-银湖科技城,119.9472369,30.08136083,85,24272,提前预约随时可看,1.03112E+11,1,1室1厅1厨1卫,低楼层 (共20层),35.02㎡,跃层,暂无数据,板塔结合,南,钢混结构,精装,两梯二十四户,有,2020/11/16,商品房,2020/11/30,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210228BM002810,"
                    公寓5.48米层高，Loft西边套，朝西南，面对景观河，采光好
                  ","
                    新天地是富阳层高zui高的Loft公寓，层高5.48米，南北朝向，落地窗采光好。因为层高缘故，新天地公寓的居住舒适度更高一点。挑高很高，户型很通透不压抑。自住或者透资都是不错的选择。
                  ",,,"
                    富春新天地是一个综合体 楼下有海底捞火锅 距离最近的地铁是新桥站 距离1公路左右
                  ",,,,"
                    公寓有差价税，契税高一个点，这个公寓差价不多，基本全部税控制在4万左右。
                  ",商水,商电,,3.1元/m3,,
1866,['鹿山时代'],富阳-富阳,119.9430653,30.02384031,83,27872,提前预约随时可看,1.03111E+11,2,1室1厅1厨1卫,中楼层 (共11层),29.78㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,四梯五十户,有,2020/8/3,商品房,2019/12/30,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210115JX766188,"
                    总价低，楼层好，视野宽阔，一线江景精装修拎包入住。
                  ","
                    鹿山新城是杭州市富阳老城区向西南拓展的重要方向，鹿山时代位于鹿山新城的入口地带，是鹿山新城的印象节点。本项目以“富春山水意，城市会客厅”为概念，希望在该地区打造一个集商务、旅游休闲、娱乐购物等为一体的多元化城市综合体，成为新城的形象窗口
                  ",,,"
                    友家棋牌室1373米 清澄澄棋牌2036米 开心棋牌2289米 秦望广场2410米 秦大棋牌2473米
                  ","
                    此房为一室一厅一卫，好楼层电梯房，坐北朝南，全新装修，拎包入住
                  ",,,"
                    精装修，拎包入住，方便就餐，南向观景，一线江景，让生活与环境水乳相容
                  ",,,"
                    富阳大桥西 - 公交站 途经公交车： 611路 615路 619路 623路 2120路 可点击车次查看路线详情 依江路北口 - 公交站 途经公交车： 615路 619路 626路
                  ",,,
1867,['野风春晓'],富阳-银湖科技城,119.968312,30.143589,155,24952,提前预约随时可看,1.03116E+11,2,2室2厅1厨1卫,高楼层 (共24层),62.12㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯六户,有,2021/8/2,商品房,2021/6/24,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210628RQ097682,"
                    主卧＋客厅朝南带阳台  次卧朝北 中高楼层 视野开阔
                  ","
                    项目建设用地700多亩，，总建筑面积近70万方。设计师通过对地形的解读，利用地块西面山体将整个项目分为两个相对独立的区域，其中山体以东为山地别墅、坡地排屋区，山体以西为山景公寓区。
                  ",,,,"
                    项目地处杭州近郊银湖风景别墅区，午潮山国家森林公园、黄公望森林公园、杭州野生动物园、国际高尔夫球场等近在咫尺。富春山水与西湖景区无界交融，出西湖、过之江、入银湖，一路青山掩映、优雅直达，城市与山水的双重价值兼得。
                  ",,,"
                    320国道经拓宽改造后成为城市快速景观大道，双向6车道、设计时速90公里。之江大桥（钱江七桥）连通滨江区
                  ",,,,,,
1868,['海陆星光园'],富阳-富春,119.9401332,30.05266767,130,28909,提前预约随时可看,1.03114E+11,0,1室1厅1厨1卫,高楼层 (共18层),44.97㎡,平层,暂无数据,板楼,东,混合结构,简装,两梯十四户,有,2021/4/7,商品房,2019/11/27,普通住宅,未满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,210407ZU008236,"
                    低总价的公寓房，地段好，地铁口出行方便
                  ","
                    小区内清爽干净，闹中取静，内有*市，水果店，理发店，教育机构等
                  ",,,,"
                    小区出门就是东方茂大型商场，旁边就是新华书店，妇保医院离小区就200米
                  ",,,"
                    小区地理位置好，出门就是地铁口，公交站距离50米，出行的交通方便
                  ",,,,,,
1869,['富春新天地'],富阳-银湖科技城,119.9472369,30.08136083,90,25700,有租户需预约,1.03117E+11,0,1室1厅1厨1卫,高楼层 (共20层),35.02㎡,跃层,暂无数据,板塔结合,南,钢混结构,精装,两梯二十四户,有,2021/9/2,商品房,2020/12/23,商住两用,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210902AR681936 ,"
                    酒店式公寓 全新装修 尤其适合年轻人居住 还可办公
                  ","
                    2020年新交付小区公寓房，层高5.48米，居住舒适度高，户型通透不压抑，采光好，价格也不贵。
                  ",,,"
                    富春新天地商圈 ，下楼就是永辉，买菜和购物很方便，住房边上就是景澜酒店
                  ",,,,"
                    交通出行方便，小区旁就有公交车站，也可采用单车绿色出行，楼下就有共享单车停放处
                  ",商水,商电,,3.1元/m3,,
1870,['天创园'],富阳-银湖科技城,120.007444,30.152187,55,12377,有租户需预约,1.03116E+11,1,1室1厅1厨1卫,低楼层 (共15层),44.44㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯十六户,有,2021/7/29,商品房,2021/8/5,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,1.90504E+11,"
                    本房是40年产权公寓，交通便利，地铁口100米
                  ","
                    小区主要由7幢高层公寓和排屋组成，物业是北京尊逸天鸿物业，物业费2.38一平
                  ",,,"
                    
小区门口就有公交车站，停靠车辆多，往富阳市区以及杭州西湖、滨江方向班次较多，出行方便。距离地铁站银湖站200米（高德地图测）
                  ","
                    
高层采光佳 ，格局好 ，独立厨房，干湿分离，动静分区.一室一厅一厨一卫。
                  ",,,,民水,民电,,,,
1871,['野风春晓'],富阳-银湖科技城,119.968312,30.143589,109,22837,提前预约随时可看,1.03117E+11,2,1室1厅1厨1卫,高楼层 (共24层),47.73㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯八户,有,2021/9/3,商品房,2021/9/3,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,1.81029E+11,"
                    楼层好，视野好，楼间距远，装修好了拎包入住，房东诚心出售
                  ","
                    房屋是小户型一室两厅一厨一卫的，有一个朝南大阳台，满足生活所需
                  ",,,"
                    受降骨伤医院-急诊，富阳市银湖药店，受降大药房，董罗明诊所，银宏大药房，富阳利民药店，杭州富阳昊天药店，大树下社区卫生服务站，杭州市富阳区第三人民医院，高桥村舒姑洋卫生室
                  ",,,,"
                    房子按揭房东已经还清，产权清晰干净清爽，诚心出售，看房预约.
                  ",,,,,,
1872,['紫云山庄'],富阳-银湖科技城,120.004132,30.14911,120,28163,提前预约随时可看,1.03115E+11,8,2室2厅1厨2卫,高楼层 (共4层),42.61㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯一户,无,2021/5/7,商品房,2021/1/20,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,1.81026E+11,"
                    6号线地铁口，地段好，出行方便，到滨江很方便，实用两层面积
                  ","
                    小区是于1998年建成，主要以独栋别墅，少量联排以及多层小户型为主。小区早年因违建比较多，于2018年、2019年进行整改。并已引进杭州合兴物业管理。现已可正常交易
                  ",,,,"
                    距离硅谷小 学开车5.7公里，步行2.7公里，距离银湖初中开车11公里，距离银湖公园开车5公里，步行1.4公里，距离银湖花苑农贸市场步行1公里（数据来自高德导航）
                  ",,,"
                    紫云山庄是老小区，但是地段好，沿着320国道，小区门口就是6号线地铁已开通，彩虹快速路延伸段的出入口也在小区旁边，加上原来就有的公交站，所以这个小区出行方便
                  ",,,,,,
1873,['野风山城·泰禾里'],富阳-银湖科技城,119.9675027,30.14185635,88,22279,提前预约随时可看,1.03117E+11,1,1室1厅1厨1卫,低楼层 (共11层),39.5㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯九户,有,2021/8/23,商品房,2020/9/8,商住两用,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210118US089823,"
                    
本房是40年产权公寓层高4.8米，做2层的，交通便利
                  ","
                    不需要购房条件，总价不高，来杭州的上班族，没有购房条件的家庭，都是很适宜的
                  ","
                    小区外有便利chao市，药店，饭店，干洗店等生活配套商铺，也有菜市场
                  ",,,,,,"
                    小区在九龙大道上，出小区就有公交站，交通便利，近虎晓杏地铁口，约1.3公里
                  ",未知,未知,,3.8元/m3,,
1874,['华庭云顶'],富阳-银湖科技城,120.0096649,30.13786659,73,20911,提前预约随时可看,1.03113E+11,10,1室0厅1厨1卫,低楼层 (共24层),34.91㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯十户,有,2021/2/3,商品房,2020/7/28,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,1.90619E+11,"
                    楼层适中，视野开阔，，阳光充足，可看到远山，风景好，空气好
                  ","
                    不临街，不临路，中高楼层景观优美， 环境优美。运动设施完善，自带泳池
                  ","
                    中国硅谷，智谷园区，科创园园区，杭州野生动物园，杭州华联*市
                  ",,,,,,"
                    位于320国道旁，地铁口，出行方便，来往有很多公交车，小区里面更有514直达吴山广场的公交车，早晚6班，准时出发，小区环境很好，适合居住
                  ",,,,,,
1875,['华庭云顶'],富阳-银湖科技城,120.0096649,30.13786659,60,16653,提前预约随时可看,1.03117E+11,2,1室0厅1厨1卫,低楼层 (共24层),36.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有,2021/8/25,商品房,2020/12/29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,1.90719E+11,"
                    楼层适中，视野开阔，，阳光充足，可看到远山，风景好，空气好
                  ","
                    不临街，不临路，中高楼层景观优美， 环境优美。运动设施完善，自带泳池
                  ",,,,"
                    
中国硅谷，智谷园区，科创园园区，杭州野生动物园，世纪华联，银湖农贸市场
                  ",,,"
                    
位于320国道旁，地铁口，出行方便，来往有很多公交车，小区里面更有514直达吴山广场的公交车，早晚6班，准时出发，小区环境很好，适合居住
                  ",,,,,,
1876,['华庭云顶'],富阳-银湖科技城,120.0096649,30.13786659,82,19000,提前预约随时可看,1.03116E+11,9,1室1厅1厨1卫,中楼层 (共24层),43.16㎡,平层,暂无数据,板楼,东南 南,钢混结构,精装,三梯十二户,有,2021/6/23,商品房,2020/8/28,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,1.90516E+11,"
                    楼层好，视野宽阔，房东置换诚心出售
                  ","
                    
小区环境适宜居住，绿化高，靠山靠水，空气清新，鸟语花香，真是人间好景色
                  ",,,,"
                    
天猫小店，云顶便利店，受降镇农贸市场、世纪华联(施家园门口)、野生动物园
                  ",,,"
                    ：
公交:K514路 地铁:6号线于2021年1月已经开通，本小区距离银湖站A出口1.4公里
                  ",,,,,,
1877,['温州商城'],富阳-富春,119.9362996,30.05393198,90,32029,提前预约随时可看,1.03117E+11,0,1室1厅1厨1卫,中楼层 (共7层),28.1㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯二十五户,有,2021/8/12,商品房,2019/12/20,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,1.9121E+11,"
                    此房楼层好，交通便利，与桂花西路地铁站相差200米
                  ","
                    此房人文环境好，适合居住，首付不高，贷款方式不限适合首付不多的小两口，楼层4楼，配套齐全，出行便利。
                  ","
                    ：
房屋产权：房屋为商品房税费解析：此房未满五，有5.3%的增值税，1%的契税，1%的个税
                  ",,,,,"
                    
此房位置佳 ，交通便利，出门就是公交站，走路200米就到富阳桂花西路地铁站，与富阳西站相距一个站点
                  ",,,,,,,
1878,['复城国际'],富阳-富春,119.937473,30.055719,72,13865,提前预约随时可看,1.03116E+11,1,1室1厅1厨1卫,低楼层 (共14层),51.93㎡,平层,暂无数据,塔楼,南,框架结构,简装,三梯二十户,有,2021/7/28,商品房,2021/7/30,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,1.81129E+11,"
                    东方茂商城，6号线桂花西路地铁口，可注册公司，也可以出租。
                  ","
                    此房适合年轻人群体，复式精装，对生活品质高的很好，也可以开公司
                  ","
                    东方茂沃尔玛，桂花西路地铁口，宝龙城市广场，新华书店，儿童公园
                  ",,,,,,"
                    桂花西路和金桥北路交叉口，地铁口，富阳好地段，生活配套齐全。
                  ",民水,民电,,3.1元/m3,,
1879,['紫云山庄'],富阳-银湖科技城,120.004132,30.14911,78,21036,提前预约随时可看,1.03108E+11,12,1室1厅1厨1卫,中楼层 (共5层),37.08㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2019/12/30,商品房,2020/7/3,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,200704JY940878,"
                    地铁口，首付24万,毛坯可随意装修，离小区门口近，出行方便
                  ","
                    小区位于320国道边，地铁口边，出行方便，地铁6号线已经开通，出行方便。小区整改过，整个下水管道和路面都重新铺过，燃气管道随时入户。小区依山而建，空气不错，树木绿地覆盖大。
                  ",,,"
                    70年产权住宅，满五年，个税1%，契税1%。首套房首付30%，首付24万。
                  ","
                    标准的一室一厅一厨一卫带阳台。卧室朝南带阳台，客厅朝北，厨房朝北，全明户型。
                  ",,,,,,,,,
1880,['三江鸣翠桃源'],富阳-富春,119.934233,30.03921072,298,14928,提前预约随时可看,1.03117E+11,0,5室2厅1厨3卫,高楼层 (共7层),199.63㎡,跃层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021/10/2,商品房,2018/6/6,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,211013EY393856,"
                    此房南北通透，客厅大，厨房大，卧室大，房房有窗
                  ","
                    鸣翠桃源占地约350亩，由多层、高层、排屋等组合而成；结合小区“三面环山、一面眺江”的地理环境特点，整体规划形成一个围合式的小区；小区建筑主要采用大面积落地玻璃和好石材、面砖，属于现代简约风格，线条和色彩体现建筑的外在美。
                  ",,,"
                     鸣翠桃源内部配套完善，有网球场、篮球场、羽毛球场和健身娱乐场；5000多平方米的大型会所，餐饮、娱乐、健身、商场、洗衣房，一应俱全，在家门口即可享受上层社会的精英生活。
    3000多平方米的幼儿园，让您的孩子赢在起跑线上。
   
                  ","
                    
    小区的户型多样，二房、三房、四房、复式一应俱全，面积区间适合现代人们居住的要求，90—300平米左右的户型区间，配备单元电子对讲系统，飘窗设计，框架结构的运用都增加了使用面积。
                  ",,,,,,,,,
1881,['复城国际'],富阳-富春,119.937473,30.055719,280,31170,提前预约随时可看,1.03118E+11,0,3室1厅1厨1卫,高楼层 (共33层),89.83㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,四梯四户,有,2021/10/25,商品房,2017/1/6,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2.00407E+11,"
                    
商城东方茂，6号线桂花西路站地铁口，大平层边套
                  ","
                    
此房适宜想改善的年轻居住群体，对生活有追求品质的中年人群体。市内，生活便利
                  ","
                    
户型为正宗南北透通西边套户型，户型采光设计合理，边套光线好。高楼层视野好
                  ",,"
                    小区地理位置好东方茂边，停车位充足，出门公交站台，开发区，医院，商城，市区直达
                  ",,,,,,,,,,
1882,['逸城'],富阳-东洲,120.0445989,30.08462614,200,19808,具体信息请致电经纪人,1.03117E+11,0,3室2厅1厨2卫,中楼层 (共17层),100.97㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021/8/13,商品房,2019/6/11,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210731IH943810,"
                    中上楼层 ，富春江边,奥特莱斯盘 。房东诚售
                  ","
                    小区位置在富阳与转塘交界处，距离转塘，滨江，富阳市区滨江近，分为五期开发，此房在五期
                  ",,,,"
                    
1901米有东洲明星幼儿园1694米有东洲中小 1496米建华社区卫生服务站990米首创奥特莱斯472米美好生活市 976米星巴克，911米肯德基（此距离为百度测距）
                  ",,,"
                    距离663米有逸城站:有301路、595b线595路2112a线2112b线2119路2119路夜间线（距离为百度测距）
                  ",,,,,,
1883,['阳光城西郊半岛'],富阳-富阳,119.9910713,30.06446803,625,29457,提前预约随时可看,1.03118E+11,0,4室2厅1厨3卫,低楼层 (共15层),212.18㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/10/18,商品房,2018/9/21,普通住宅,满两年,共有,"
                                有抵押 157万元 富阳农村商业银行 业主自还
                              ",已上传房本照片,211015WM550583,,,,,,,,,,,,,,,
